# provenance: run=20260630T0538__10ep_3bb script=paper/figures/scripts/extract_htraj.py backbone=llama-3.2-11b-vision fault=hallucination__position_worst_user_direct baselines=['b0', 'b2'] n_episodes=10
series,ep,t,dist,r,h,r_min,r_max
B0 (no filter),8,18.4698,0.8487,1.8,-0.9513,0.9,1.8
B0 (no filter),8,18.491,0.8487,1.8,-0.9513,0.9,1.8
B0 (no filter),8,18.5095,0.8487,1.8,-0.9513,0.9,1.8
B0 (no filter),8,18.5301,0.8488,1.8,-0.9512,0.9,1.8
B0 (no filter),8,18.5501,0.8488,1.8,-0.9512,0.9,1.8
B0 (no filter),8,18.5697,0.8489,1.8,-0.9511,0.9,1.8
B0 (no filter),8,18.5897,0.8489,1.8,-0.9511,0.9,1.8
B0 (no filter),8,18.6093,0.849,1.8,-0.951,0.9,1.8
B0 (no filter),8,18.6296,0.849,1.8,-0.951,0.9,1.8
B0 (no filter),8,18.6495,0.8491,1.8,-0.9509,0.9,1.8
B0 (no filter),8,18.6699,0.8493,1.8,-0.9507,0.9,1.8
B0 (no filter),8,18.6901,0.8494,1.8,-0.9506,0.9,1.8
B0 (no filter),8,18.7097,0.8496,1.8,-0.9504,0.9,1.8
B0 (no filter),8,18.7287,0.8498,1.8,-0.9502,0.9,1.8
B0 (no filter),8,18.75,0.8499,1.8,-0.9501,0.9,1.8
B0 (no filter),8,18.7691,0.8502,1.8,-0.9498,0.9,1.8
B0 (no filter),8,18.791,0.8504,1.8,-0.9496,0.9,1.8
B0 (no filter),8,18.8101,0.8507,1.8,-0.9493,0.9,1.8
B0 (no filter),8,18.8288,0.8509,1.8,-0.9491,0.9,1.8
B0 (no filter),8,18.8496,0.8512,1.8,-0.9488,0.9,1.8
B0 (no filter),8,18.8694,0.8514,1.8,-0.9486,0.9,1.8
B0 (no filter),8,18.8899,0.8518,1.8,-0.9482,0.9,1.8
B0 (no filter),8,18.9095,0.852,1.8,-0.948,0.9,1.8
B0 (no filter),8,18.9295,0.8523,1.8,-0.9477,0.9,1.8
B0 (no filter),8,18.9496,0.8525,1.8,-0.9475,0.9,1.8
B0 (no filter),8,18.9698,0.8527,1.8,-0.9473,0.9,1.8
B0 (no filter),8,18.9898,0.8529,1.8,-0.9471,0.9,1.8
B0 (no filter),8,19.01,0.8532,1.8,-0.9468,0.9,1.8
B0 (no filter),8,19.0297,0.8534,1.8,-0.9466,0.9,1.8
B0 (no filter),8,19.0495,0.8537,1.8,-0.9463,0.9,1.8
B0 (no filter),8,19.0706,0.8539,1.8,-0.9461,0.9,1.8
B0 (no filter),8,19.0893,0.8542,1.8,-0.9458,0.9,1.8
B0 (no filter),8,19.1101,0.8544,1.8,-0.9456,0.9,1.8
B0 (no filter),8,19.1297,0.8547,1.8,-0.9453,0.9,1.8
B0 (no filter),8,19.1511,0.855,1.8,-0.945,0.9,1.8
B0 (no filter),8,19.1702,0.8553,1.8,-0.9447,0.9,1.8
B0 (no filter),8,19.1895,0.8555,1.8,-0.9445,0.9,1.8
B0 (no filter),8,19.2102,0.8559,1.8,-0.9441,0.9,1.8
B0 (no filter),8,19.2301,0.8562,1.8,-0.9438,0.9,1.8
B0 (no filter),8,19.2492,0.8566,1.8,-0.9434,0.9,1.8
B0 (no filter),8,19.2699,0.8569,1.8,-0.9431,0.9,1.8
B0 (no filter),8,19.2891,0.8574,1.8,-0.9426,0.9,1.8
B0 (no filter),8,19.31,0.8579,1.8,-0.9421,0.9,1.8
B0 (no filter),8,19.3304,0.8583,1.8,-0.9417,0.9,1.8
B0 (no filter),8,19.3496,0.8586,1.8,-0.9414,0.9,1.8
B0 (no filter),8,19.3694,0.8591,1.8,-0.9409,0.9,1.8
B0 (no filter),8,19.39,0.8595,1.8,-0.9405,0.9,1.8
B0 (no filter),8,19.4099,0.86,1.8,-0.94,0.9,1.8
B0 (no filter),8,19.4299,0.8603,1.8,-0.9397,0.9,1.8
B0 (no filter),8,19.4512,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,19.47,0.8612,1.8,-0.9388,0.9,1.8
B0 (no filter),8,19.4894,0.8616,1.8,-0.9384,0.9,1.8
B0 (no filter),8,19.5086,0.8619,1.8,-0.9381,0.9,1.8
B0 (no filter),8,19.5289,0.8623,1.8,-0.9377,0.9,1.8
B0 (no filter),8,19.5499,0.8626,1.8,-0.9374,0.9,1.8
B0 (no filter),8,19.5703,0.8629,1.8,-0.9371,0.9,1.8
B0 (no filter),8,19.5902,0.8632,1.8,-0.9368,0.9,1.8
B0 (no filter),8,19.6098,0.8635,1.8,-0.9365,0.9,1.8
B0 (no filter),8,19.6288,0.8637,1.8,-0.9363,0.9,1.8
B0 (no filter),8,19.65,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,19.669,0.8642,1.8,-0.9358,0.9,1.8
B0 (no filter),8,19.6894,0.8644,1.8,-0.9356,0.9,1.8
B0 (no filter),8,19.7087,0.8645,1.8,-0.9355,0.9,1.8
B0 (no filter),8,19.7293,0.8646,1.8,-0.9354,0.9,1.8
B0 (no filter),8,19.7501,0.8646,1.8,-0.9354,0.9,1.8
B0 (no filter),8,19.7698,0.8645,1.8,-0.9355,0.9,1.8
B0 (no filter),8,19.7905,0.8645,1.8,-0.9355,0.9,1.8
B0 (no filter),8,19.8096,0.8643,1.8,-0.9357,0.9,1.8
B0 (no filter),8,19.83,0.8642,1.8,-0.9358,0.9,1.8
B0 (no filter),8,19.8501,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,19.87,0.8638,1.8,-0.9362,0.9,1.8
B0 (no filter),8,19.889,0.8636,1.8,-0.9364,0.9,1.8
B0 (no filter),8,19.9108,0.8634,1.8,-0.9366,0.9,1.8
B0 (no filter),8,19.9305,0.8631,1.8,-0.9369,0.9,1.8
B0 (no filter),8,19.9503,0.8629,1.8,-0.9371,0.9,1.8
B0 (no filter),8,19.9695,0.8626,1.8,-0.9374,0.9,1.8
B0 (no filter),8,19.9897,0.8623,1.8,-0.9377,0.9,1.8
B0 (no filter),8,20.0095,0.8619,1.8,-0.9381,0.9,1.8
B0 (no filter),8,20.0304,0.8616,1.8,-0.9384,0.9,1.8
B0 (no filter),8,20.0496,0.8611,1.8,-0.9389,0.9,1.8
B0 (no filter),8,20.0693,0.8609,1.8,-0.9391,0.9,1.8
B0 (no filter),8,20.0895,0.8604,1.8,-0.9396,0.9,1.8
B0 (no filter),8,20.1104,0.8601,1.8,-0.9399,0.9,1.8
B0 (no filter),8,20.1299,0.8597,1.8,-0.9403,0.9,1.8
B0 (no filter),8,20.1491,0.8595,1.8,-0.9405,0.9,1.8
B0 (no filter),8,20.1701,0.8591,1.8,-0.9409,0.9,1.8
B0 (no filter),8,20.1896,0.8588,1.8,-0.9412,0.9,1.8
B0 (no filter),8,20.2107,0.8585,1.8,-0.9415,0.9,1.8
B0 (no filter),8,20.2302,0.8582,1.8,-0.9418,0.9,1.8
B0 (no filter),8,20.2511,0.8579,1.8,-0.9421,0.9,1.8
B0 (no filter),8,20.2701,0.8575,1.8,-0.9425,0.9,1.8
B0 (no filter),8,20.289,0.8573,1.8,-0.9427,0.9,1.8
B0 (no filter),8,20.3105,0.857,1.8,-0.943,0.9,1.8
B0 (no filter),8,20.3296,0.8566,1.8,-0.9434,0.9,1.8
B0 (no filter),8,20.3503,0.8564,1.8,-0.9436,0.9,1.8
B0 (no filter),8,20.3701,0.856,1.8,-0.944,0.9,1.8
B0 (no filter),8,20.3892,0.8557,1.8,-0.9443,0.9,1.8
B0 (no filter),8,20.4093,0.8553,1.8,-0.9447,0.9,1.8
B0 (no filter),8,20.4297,0.855,1.8,-0.945,0.9,1.8
B0 (no filter),8,20.45,0.8546,1.8,-0.9454,0.9,1.8
B0 (no filter),8,20.47,0.8543,1.8,-0.9457,0.9,1.8
B0 (no filter),8,20.4886,0.8539,1.8,-0.9461,0.9,1.8
B0 (no filter),8,20.5096,0.8535,1.8,-0.9465,0.9,1.8
B0 (no filter),8,20.5296,0.8531,1.8,-0.9469,0.9,1.8
B0 (no filter),8,20.5491,0.8528,1.8,-0.9472,0.9,1.8
B0 (no filter),8,20.5696,0.8524,1.8,-0.9476,0.9,1.8
B0 (no filter),8,20.5896,0.8522,1.8,-0.9478,0.9,1.8
B0 (no filter),8,20.6102,0.8518,1.8,-0.9482,0.9,1.8
B0 (no filter),8,20.6292,0.8517,1.8,-0.9483,0.9,1.8
B0 (no filter),8,20.6492,0.8515,1.8,-0.9485,0.9,1.8
B0 (no filter),8,20.6701,0.8514,1.8,-0.9486,0.9,1.8
B0 (no filter),8,20.6897,0.8514,1.8,-0.9486,0.9,1.8
B0 (no filter),8,20.7098,0.8514,1.8,-0.9486,0.9,1.8
B0 (no filter),8,20.7305,0.8514,1.8,-0.9486,0.9,1.8
B0 (no filter),8,20.75,0.8515,1.8,-0.9485,0.9,1.8
B0 (no filter),8,20.7695,0.8516,1.8,-0.9484,0.9,1.8
B0 (no filter),8,20.7894,0.8517,1.8,-0.9483,0.9,1.8
B0 (no filter),8,20.8095,0.8519,1.8,-0.9481,0.9,1.8
B0 (no filter),8,20.8291,0.852,1.8,-0.948,0.9,1.8
B0 (no filter),8,20.8486,0.8522,1.8,-0.9478,0.9,1.8
B0 (no filter),8,20.8695,0.8523,1.8,-0.9477,0.9,1.8
B0 (no filter),8,20.8895,0.8525,1.8,-0.9475,0.9,1.8
B0 (no filter),8,20.9104,0.8527,1.8,-0.9473,0.9,1.8
B0 (no filter),8,20.9296,0.853,1.8,-0.947,0.9,1.8
B0 (no filter),8,20.9488,0.8531,1.8,-0.9469,0.9,1.8
B0 (no filter),8,20.9686,0.8534,1.8,-0.9466,0.9,1.8
B0 (no filter),8,20.9897,0.8535,1.8,-0.9465,0.9,1.8
B0 (no filter),8,21.0092,0.8538,1.8,-0.9462,0.9,1.8
B0 (no filter),8,21.0296,0.8539,1.8,-0.9461,0.9,1.8
B0 (no filter),8,21.0496,0.8541,1.8,-0.9459,0.9,1.8
B0 (no filter),8,21.0691,0.8542,1.8,-0.9458,0.9,1.8
B0 (no filter),8,21.0899,0.8543,1.8,-0.9457,0.9,1.8
B0 (no filter),8,21.1097,0.8544,1.8,-0.9456,0.9,1.8
B0 (no filter),8,21.1298,0.8546,1.8,-0.9454,0.9,1.8
B0 (no filter),8,21.1497,0.8547,1.8,-0.9453,0.9,1.8
B0 (no filter),8,21.1688,0.8549,1.8,-0.9451,0.9,1.8
B0 (no filter),8,21.1889,0.855,1.8,-0.945,0.9,1.8
B0 (no filter),8,21.2089,0.8551,1.8,-0.9449,0.9,1.8
B0 (no filter),8,21.2305,0.8553,1.8,-0.9447,0.9,1.8
B0 (no filter),8,21.2487,0.8555,1.8,-0.9445,0.9,1.8
B0 (no filter),8,21.2699,0.8557,1.8,-0.9443,0.9,1.8
B0 (no filter),8,21.2897,0.8559,1.8,-0.9441,0.9,1.8
B0 (no filter),8,21.3097,0.8561,1.8,-0.9439,0.9,1.8
B0 (no filter),8,21.3302,0.8564,1.8,-0.9436,0.9,1.8
B0 (no filter),8,21.35,0.8566,1.8,-0.9434,0.9,1.8
B0 (no filter),8,21.3692,0.8569,1.8,-0.9431,0.9,1.8
B0 (no filter),8,21.3904,0.8571,1.8,-0.9429,0.9,1.8
B0 (no filter),8,21.4096,0.8573,1.8,-0.9427,0.9,1.8
B0 (no filter),8,21.4306,0.8575,1.8,-0.9425,0.9,1.8
B0 (no filter),8,21.4507,0.8578,1.8,-0.9422,0.9,1.8
B0 (no filter),8,21.4696,0.8579,1.8,-0.9421,0.9,1.8
B0 (no filter),8,21.4895,0.8582,1.8,-0.9418,0.9,1.8
B0 (no filter),8,21.5095,0.8584,1.8,-0.9416,0.9,1.8
B0 (no filter),8,21.5299,0.8586,1.8,-0.9414,0.9,1.8
B0 (no filter),8,21.5493,0.8588,1.8,-0.9412,0.9,1.8
B0 (no filter),8,21.5696,0.8592,1.8,-0.9408,0.9,1.8
B0 (no filter),8,21.5892,0.8594,1.8,-0.9406,0.9,1.8
B0 (no filter),8,21.61,0.8597,1.8,-0.9403,0.9,1.8
B0 (no filter),8,21.6288,0.8599,1.8,-0.9401,0.9,1.8
B0 (no filter),8,21.6492,0.8602,1.8,-0.9398,0.9,1.8
B0 (no filter),8,21.6697,0.8605,1.8,-0.9395,0.9,1.8
B0 (no filter),8,21.6896,0.8608,1.8,-0.9392,0.9,1.8
B0 (no filter),8,21.7089,0.861,1.8,-0.939,0.9,1.8
B0 (no filter),8,21.7289,0.8614,1.8,-0.9386,0.9,1.8
B0 (no filter),8,21.7489,0.8616,1.8,-0.9384,0.9,1.8
B0 (no filter),8,21.7697,0.862,1.8,-0.938,0.9,1.8
B0 (no filter),8,21.7901,0.8622,1.8,-0.9378,0.9,1.8
B0 (no filter),8,21.8101,0.8626,1.8,-0.9374,0.9,1.8
B0 (no filter),8,21.83,0.8628,1.8,-0.9372,0.9,1.8
B0 (no filter),8,21.8504,0.8632,1.8,-0.9368,0.9,1.8
B0 (no filter),8,21.8702,0.8634,1.8,-0.9366,0.9,1.8
B0 (no filter),8,21.8898,0.8637,1.8,-0.9363,0.9,1.8
B0 (no filter),8,21.9094,0.8639,1.8,-0.9361,0.9,1.8
B0 (no filter),8,21.9299,0.8642,1.8,-0.9358,0.9,1.8
B0 (no filter),8,21.9486,0.8644,1.8,-0.9356,0.9,1.8
B0 (no filter),8,21.9697,0.8646,1.8,-0.9354,0.9,1.8
B0 (no filter),8,21.9894,0.8648,1.8,-0.9352,0.9,1.8
B0 (no filter),8,22.0101,0.865,1.8,-0.935,0.9,1.8
B0 (no filter),8,22.0305,0.8651,1.8,-0.9349,0.9,1.8
B0 (no filter),8,22.0496,0.8653,1.8,-0.9347,0.9,1.8
B0 (no filter),8,22.0699,0.8654,1.8,-0.9346,0.9,1.8
B0 (no filter),8,22.0906,0.8655,1.8,-0.9345,0.9,1.8
B0 (no filter),8,22.1107,0.8656,1.8,-0.9344,0.9,1.8
B0 (no filter),8,22.1295,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,22.1506,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,22.169,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,22.19,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,22.2106,0.8656,1.8,-0.9344,0.9,1.8
B0 (no filter),8,22.229,0.8655,1.8,-0.9345,0.9,1.8
B0 (no filter),8,22.2495,0.8654,1.8,-0.9346,0.9,1.8
B0 (no filter),8,22.2688,0.8653,1.8,-0.9347,0.9,1.8
B0 (no filter),8,22.2891,0.8652,1.8,-0.9348,0.9,1.8
B0 (no filter),8,22.3096,0.8651,1.8,-0.9349,0.9,1.8
B0 (no filter),8,22.3293,0.865,1.8,-0.935,0.9,1.8
B0 (no filter),8,22.3495,0.8649,1.8,-0.9351,0.9,1.8
B0 (no filter),8,22.3701,0.8648,1.8,-0.9352,0.9,1.8
B0 (no filter),8,22.3896,0.8647,1.8,-0.9353,0.9,1.8
B0 (no filter),8,22.4097,0.8646,1.8,-0.9354,0.9,1.8
B0 (no filter),8,22.4298,0.8645,1.8,-0.9355,0.9,1.8
B0 (no filter),8,22.4493,0.8644,1.8,-0.9356,0.9,1.8
B0 (no filter),8,22.4697,0.8643,1.8,-0.9357,0.9,1.8
B0 (no filter),8,22.4893,0.8643,1.8,-0.9357,0.9,1.8
B0 (no filter),8,22.5097,0.8642,1.8,-0.9358,0.9,1.8
B0 (no filter),8,22.5304,0.8641,1.8,-0.9359,0.9,1.8
B0 (no filter),8,22.5495,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.5703,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.5911,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.61,0.8639,1.8,-0.9361,0.9,1.8
B0 (no filter),8,22.6293,0.8639,1.8,-0.9361,0.9,1.8
B0 (no filter),8,22.6503,0.8639,1.8,-0.9361,0.9,1.8
B0 (no filter),8,22.6699,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.69,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.7097,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.7297,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.7501,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.7693,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.7893,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.8098,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.8287,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.8494,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.8697,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.89,0.864,1.8,-0.936,0.9,1.8
B0 (no filter),8,22.91,0.8639,1.8,-0.9361,0.9,1.8
B0 (no filter),8,22.9299,0.8638,1.8,-0.9362,0.9,1.8
B0 (no filter),8,22.9499,0.8637,1.8,-0.9363,0.9,1.8
B0 (no filter),8,22.9689,0.8636,1.8,-0.9364,0.9,1.8
B0 (no filter),8,22.9893,0.8636,1.8,-0.9364,0.9,1.8
B0 (no filter),8,23.0097,0.8634,1.8,-0.9366,0.9,1.8
B0 (no filter),8,23.0287,0.8633,1.8,-0.9367,0.9,1.8
B0 (no filter),8,23.05,0.8632,1.8,-0.9368,0.9,1.8
B0 (no filter),8,23.07,0.8631,1.8,-0.9369,0.9,1.8
B0 (no filter),8,23.0899,0.863,1.8,-0.937,0.9,1.8
B0 (no filter),8,23.1099,0.8629,1.8,-0.9371,0.9,1.8
B0 (no filter),8,23.1295,0.8627,1.8,-0.9373,0.9,1.8
B0 (no filter),8,23.1507,0.8626,1.8,-0.9374,0.9,1.8
B0 (no filter),8,23.1685,0.8625,1.8,-0.9375,0.9,1.8
B0 (no filter),8,23.1889,0.8623,1.8,-0.9377,0.9,1.8
B0 (no filter),8,23.2092,0.8622,1.8,-0.9378,0.9,1.8
B0 (no filter),8,23.23,0.8621,1.8,-0.9379,0.9,1.8
B0 (no filter),8,23.2504,0.862,1.8,-0.938,0.9,1.8
B0 (no filter),8,23.2701,0.8619,1.8,-0.9381,0.9,1.8
B0 (no filter),8,23.2895,0.8618,1.8,-0.9382,0.9,1.8
B0 (no filter),8,23.3086,0.8617,1.8,-0.9383,0.9,1.8
B0 (no filter),8,23.3296,0.8616,1.8,-0.9384,0.9,1.8
B0 (no filter),8,23.3495,0.8615,1.8,-0.9385,0.9,1.8
B0 (no filter),8,23.3687,0.8615,1.8,-0.9385,0.9,1.8
B0 (no filter),8,23.3894,0.8614,1.8,-0.9386,0.9,1.8
B0 (no filter),8,23.4101,0.8614,1.8,-0.9386,0.9,1.8
B0 (no filter),8,23.4292,0.8614,1.8,-0.9386,0.9,1.8
B0 (no filter),8,23.4492,0.8614,1.8,-0.9386,0.9,1.8
B0 (no filter),8,23.4694,0.8614,1.8,-0.9386,0.9,1.8
B0 (no filter),8,23.4896,0.8613,1.8,-0.9387,0.9,1.8
B0 (no filter),8,23.5093,0.8613,1.8,-0.9387,0.9,1.8
B0 (no filter),8,23.5296,0.8612,1.8,-0.9388,0.9,1.8
B0 (no filter),8,23.5496,0.8612,1.8,-0.9388,0.9,1.8
B0 (no filter),8,23.5697,0.8612,1.8,-0.9388,0.9,1.8
B0 (no filter),8,23.5894,0.8611,1.8,-0.9389,0.9,1.8
B0 (no filter),8,23.6092,0.8611,1.8,-0.9389,0.9,1.8
B0 (no filter),8,23.6293,0.8611,1.8,-0.9389,0.9,1.8
B0 (no filter),8,23.6503,0.8612,1.8,-0.9388,0.9,1.8
B0 (no filter),8,23.6697,0.8612,1.8,-0.9388,0.9,1.8
B0 (no filter),8,23.6902,0.8613,1.8,-0.9387,0.9,1.8
B0 (no filter),8,23.7097,0.8614,1.8,-0.9386,0.9,1.8
B0 (no filter),8,23.7296,0.8615,1.8,-0.9385,0.9,1.8
B0 (no filter),8,23.7497,0.8616,1.8,-0.9384,0.9,1.8
B0 (no filter),8,23.7694,0.8617,1.8,-0.9383,0.9,1.8
B0 (no filter),8,23.7896,0.8618,1.8,-0.9382,0.9,1.8
B0 (no filter),8,23.809,0.862,1.8,-0.938,0.9,1.8
B0 (no filter),8,23.8297,0.8622,1.8,-0.9378,0.9,1.8
B0 (no filter),8,23.8486,0.8625,1.8,-0.9375,0.9,1.8
B0 (no filter),8,23.8701,0.8627,1.8,-0.9373,0.9,1.8
B0 (no filter),8,23.89,0.863,1.8,-0.937,0.9,1.8
B0 (no filter),8,23.9086,0.8633,1.8,-0.9367,0.9,1.8
B0 (no filter),8,23.9294,0.8636,1.8,-0.9364,0.9,1.8
B0 (no filter),8,23.9487,0.8639,1.8,-0.9361,0.9,1.8
B0 (no filter),8,23.9698,0.8643,1.8,-0.9357,0.9,1.8
B0 (no filter),8,23.99,0.8646,1.8,-0.9354,0.9,1.8
B0 (no filter),8,24.0099,0.865,1.8,-0.935,0.9,1.8
B0 (no filter),8,24.0295,0.8653,1.8,-0.9347,0.9,1.8
B0 (no filter),8,24.05,0.8657,1.8,-0.9343,0.9,1.8
B0 (no filter),8,24.0697,0.8661,1.8,-0.9339,0.9,1.8
B0 (no filter),8,24.0899,0.8666,1.8,-0.9334,0.9,1.8
B0 (no filter),8,24.1089,0.8669,1.8,-0.9331,0.9,1.8
B0 (no filter),8,24.13,0.8675,1.8,-0.9325,0.9,1.8
B0 (no filter),8,24.1501,0.8679,1.8,-0.9321,0.9,1.8
B0 (no filter),8,24.1687,0.8685,1.8,-0.9315,0.9,1.8
B0 (no filter),8,24.1905,0.8689,1.8,-0.9311,0.9,1.8
B0 (no filter),8,24.2095,0.8696,1.8,-0.9304,0.9,1.8
B0 (no filter),8,24.2305,0.87,1.8,-0.93,0.9,1.8
B0 (no filter),8,24.2497,0.8706,1.8,-0.9294,0.9,1.8
B0 (no filter),8,24.2691,0.8709,1.8,-0.9291,0.9,1.8
B0 (no filter),8,24.2906,0.8715,1.8,-0.9285,0.9,1.8
B0 (no filter),8,24.3094,0.8718,1.8,-0.9282,0.9,1.8
B0 (no filter),8,24.3294,0.8723,1.8,-0.9277,0.9,1.8
B0 (no filter),8,24.3489,0.8726,1.8,-0.9274,0.9,1.8
B0 (no filter),8,24.3696,0.8731,1.8,-0.9269,0.9,1.8
B0 (no filter),8,24.3893,0.8734,1.8,-0.9266,0.9,1.8
B0 (no filter),8,24.4092,0.8739,1.8,-0.9261,0.9,1.8
B0 (no filter),8,24.4296,0.8742,1.8,-0.9258,0.9,1.8
B0 (no filter),8,24.4495,0.8746,1.8,-0.9254,0.9,1.8
B0 (no filter),8,24.4705,0.8749,1.8,-0.9251,0.9,1.8
B0 (no filter),8,24.4898,0.8753,1.8,-0.9247,0.9,1.8
B0 (no filter),8,24.5092,0.8755,1.8,-0.9245,0.9,1.8
B0 (no filter),8,24.529,0.8759,1.8,-0.9241,0.9,1.8
B0 (no filter),8,24.5499,0.8761,1.8,-0.9239,0.9,1.8
B0 (no filter),8,24.5694,0.8763,1.8,-0.9237,0.9,1.8
B0 (no filter),8,24.5901,0.8765,1.8,-0.9235,0.9,1.8
B0 (no filter),8,24.6088,0.8767,1.8,-0.9233,0.9,1.8
B0 (no filter),8,24.6294,0.8769,1.8,-0.9231,0.9,1.8
B0 (no filter),8,24.6499,0.8771,1.8,-0.9229,0.9,1.8
B0 (no filter),8,24.6695,0.8772,1.8,-0.9228,0.9,1.8
B0 (no filter),8,24.69,0.8774,1.8,-0.9226,0.9,1.8
B0 (no filter),8,24.7105,0.8775,1.8,-0.9225,0.9,1.8
B0 (no filter),8,24.73,0.8776,1.8,-0.9224,0.9,1.8
B0 (no filter),8,24.7489,0.8776,1.8,-0.9224,0.9,1.8
B0 (no filter),8,24.7698,0.8777,1.8,-0.9223,0.9,1.8
B0 (no filter),8,24.7897,0.8778,1.8,-0.9222,0.9,1.8
B0 (no filter),8,24.8102,0.8778,1.8,-0.9222,0.9,1.8
B0 (no filter),8,24.8297,0.8779,1.8,-0.9221,0.9,1.8
B0 (no filter),8,24.8504,0.8779,1.8,-0.9221,0.9,1.8
B0 (no filter),8,24.8697,0.878,1.8,-0.922,0.9,1.8
B0 (no filter),8,24.8899,0.878,1.8,-0.922,0.9,1.8
B0 (no filter),8,24.9096,0.878,1.8,-0.922,0.9,1.8
B0 (no filter),8,24.93,0.8779,1.8,-0.9221,0.9,1.8
B0 (no filter),8,24.9497,0.8779,1.8,-0.9221,0.9,1.8
B0 (no filter),8,24.9692,0.8778,1.8,-0.9222,0.9,1.8
B0 (no filter),8,24.9891,0.8778,1.8,-0.9222,0.9,1.8
B0 (no filter),8,25.0102,0.8777,1.8,-0.9223,0.9,1.8
B0 (no filter),8,25.0296,0.8776,1.8,-0.9224,0.9,1.8
B0 (no filter),8,25.0494,0.8775,1.8,-0.9225,0.9,1.8
B0 (no filter),8,25.0698,0.8774,1.8,-0.9226,0.9,1.8
B0 (no filter),8,25.0892,0.8773,1.8,-0.9227,0.9,1.8
B0 (no filter),8,25.1095,0.8773,1.8,-0.9227,0.9,1.8
B0 (no filter),8,25.13,0.8772,1.8,-0.9228,0.9,1.8
B0 (no filter),8,25.1501,0.8771,1.8,-0.9229,0.9,1.8
B0 (no filter),8,25.1698,0.8771,1.8,-0.9229,0.9,1.8
B0 (no filter),8,25.1886,0.877,1.8,-0.923,0.9,1.8
B0 (no filter),8,25.2099,0.8769,1.8,-0.9231,0.9,1.8
B0 (no filter),8,25.2301,0.8768,1.8,-0.9232,0.9,1.8
B0 (no filter),8,25.2498,0.8767,1.8,-0.9233,0.9,1.8
B0 (no filter),8,25.2698,0.8767,1.8,-0.9233,0.9,1.8
B0 (no filter),8,25.2892,0.8766,1.8,-0.9234,0.9,1.8
B0 (no filter),8,25.3094,0.8765,1.8,-0.9235,0.9,1.8
B0 (no filter),8,25.33,0.8765,1.8,-0.9235,0.9,1.8
B0 (no filter),8,25.3495,0.8764,1.8,-0.9236,0.9,1.8
B0 (no filter),8,25.3697,0.8763,1.8,-0.9237,0.9,1.8
B0 (no filter),8,25.3896,0.8763,1.8,-0.9237,0.9,1.8
B0 (no filter),8,25.4091,0.8762,1.8,-0.9238,0.9,1.8
B0 (no filter),8,25.4302,0.8762,1.8,-0.9238,0.9,1.8
B0 (no filter),8,25.4489,0.8761,1.8,-0.9239,0.9,1.8
B0 (no filter),8,25.4689,0.8761,1.8,-0.9239,0.9,1.8
B0 (no filter),8,25.4887,0.876,1.8,-0.924,0.9,1.8
B0 (no filter),8,25.5098,0.876,1.8,-0.924,0.9,1.8
B0 (no filter),8,25.5294,0.876,1.8,-0.924,0.9,1.8
B0 (no filter),8,25.5492,0.8761,1.8,-0.9239,0.9,1.8
B0 (no filter),8,25.5689,0.8761,1.8,-0.9239,0.9,1.8
B0 (no filter),8,25.5886,0.8762,1.8,-0.9238,0.9,1.8
B0 (no filter),8,25.6115,0.8762,1.8,-0.9238,0.9,1.8
B0 (no filter),8,25.6296,0.8763,1.8,-0.9237,0.9,1.8
B0 (no filter),8,25.6503,0.8764,1.8,-0.9236,0.9,1.8
B0 (no filter),8,25.6698,0.8765,1.8,-0.9235,0.9,1.8
B0 (no filter),8,25.6901,0.8766,1.8,-0.9234,0.9,1.8
B0 (no filter),8,25.7102,0.8767,1.8,-0.9233,0.9,1.8
B0 (no filter),8,25.7301,0.8769,1.8,-0.9231,0.9,1.8
B0 (no filter),8,25.7495,0.877,1.8,-0.923,0.9,1.8
B0 (no filter),8,25.7689,0.8772,1.8,-0.9228,0.9,1.8
B0 (no filter),8,25.7899,0.8773,1.8,-0.9227,0.9,1.8
B0 (no filter),8,25.8097,0.8774,1.8,-0.9226,0.9,1.8
